2016-09-01	467892
2016-09-02	499452
2016-09-03	464820
2016-09-04	422338
2016-09-05	445873
2016-09-06	453186
2016-09-07	444333
2016-09-08	476150
2016-09-09	521567
2016-09-10	479891
2016-09-11	437797
2016-09-12	451163
2016-09-13	466029
2016-09-14	508818
2016-09-15	412385
2016-09-16	383012
2016-09-17	398029
2016-09-18	419287
2016-09-19	429159
2016-09-20	439389
2016-09-21	438417
2016-09-22	445697
2016-09-23	484366
2016-09-24	454360
2016-09-25	423889
2016-09-26	435090
2016-09-27	445932
2016-09-28	452000
2016-09-29	464764
2016-09-30	488827
2016-10-01	384328
2016-10-02	363010
2016-10-03	344357
2016-10-04	344161
2016-10-05	353587
2016-10-06	377240
2016-10-07	383705
2016-10-08	405454
2016-10-09	412811
2016-10-10	426934
2016-10-11	429124
2016-10-12	440083
2016-10-13	439165
2016-10-14	474567
2016-10-15	454548
2016-10-16	407509
2016-10-17	419827
2016-10-18	425602
2016-10-19	436496
2016-10-20	441829
2016-10-21	441401
2016-10-22	426403
2016-10-23	386628
2016-10-24	394437
2016-10-25	404103
2016-10-26	414197
2016-10-27	421550
2016-10-28	442519
2016-10-29	414358
2016-10-30	376778
2016-10-31	396122
2016-11-01	406036
2016-11-02	414127
2016-11-03	425876
2016-11-04	460220
2016-11-05	444581
2016-11-06	413257
2016-11-07	429004
2016-11-08	372822
2016-11-09	448935
2016-11-10	471402
2016-11-11	503585
2016-11-12	487020
2016-11-13	448628
2016-11-14	462797
2016-11-15	481564
2016-11-16	481601
2016-11-17	487056
2016-11-18	535305
2016-11-19	509381
2016-11-20	472117
2016-11-21	477570
2016-11-22	482078
2016-11-23	489602
2016-11-24	492685
2016-11-25	528338
2016-11-26	497926
2016-11-27	457170
2016-11-28	463773
2016-11-29	477862
2016-11-30	436295
2016-12-01	489541
2016-12-02	522416
2016-12-03	484189
2016-12-04	436999
2016-12-05	453220
2016-12-06	464878
2016-12-07	471025
2016-12-08	477340
2016-12-09	506801
2016-12-10	476729
2016-12-11	433306
2016-12-12	450059
2016-12-13	460704
2016-12-14	457390
2016-12-15	460204
2016-12-16	482603
2016-12-17	458573
2016-12-18	422621
2016-12-19	421977
2016-12-20	431437
2016-12-21	425549
2016-12-22	428635
2016-12-23	455668
2016-12-24	442165
2016-12-25	397630
2016-12-26	397468
2016-12-27	400984
2016-12-28	406314
2016-12-29	418197
2016-12-30	446044
2016-12-31	400488
2017-01-01	342816
2017-01-02	337658
2017-01-03	377607
2017-01-04	395589
2017-01-05	398542
2017-01-06	405435
2017-01-07	365044
2017-01-08	335841
2017-01-09	344808
2017-01-10	350821
2017-01-11	350126
2017-01-12	356510
2017-01-13	357105
2017-01-14	324932
2017-01-15	296190
2017-01-16	308875
2017-01-17	310430
2017-01-18	305683
2017-01-19	299766
2017-01-20	279525
2017-01-21	244213
2017-01-22	232595
2017-01-23	224816
2017-01-24	209147
2017-01-25	181814
2017-01-26	133726
2017-01-27	68733
2017-01-28	64919
2017-01-29	85680
2017-01-30	95459
2017-01-31	105266
2017-02-01	115131
2017-02-02	130379
2017-02-03	152667
2017-02-04	175075
2017-02-05	176531
2017-02-06	199156
2017-02-07	210579
2017-02-08	221592
2017-02-09	225233
2017-02-10	232426
2017-02-11	192634
2017-02-12	198800
2017-02-13	221892
2017-02-14	227380
2017-02-15	213155
2017-02-16	220460
2017-02-17	234570
2017-02-18	210366
2017-02-19	192474
2017-02-20	214086
2017-02-21	222856
2017-02-22	225049
2017-02-23	228888
2017-02-24	234028
2017-02-25	206895
2017-02-26	190808
2017-02-27	209174
2017-02-28	219427
