2016-09-01	23878364.65	260.31881437565943
2016-09-02	25735941.97	2513.5483219380258
2016-09-03	23505718.64	11466.14147627666
2016-09-04	21408611.65	15986.809067011773
2016-09-05	22480924.35	12352.920361604509
2016-09-06	22791638.63	6988.528276293509
2016-09-07	22644097.69	11937.72722068777
2016-09-08	24287387.2	75.80003656015938
2016-09-09	26990900.48	10347.123820097735
2016-09-10	24468243.43	10814.767658607663
2016-09-11	22227387.96	13936.333821382023
2016-09-12	22950399.31	11496.57777904163
2016-09-13	23616896.94	NULL
2016-09-14	27165412.24	168.9674207666961
2016-09-15	21458724.25	27605.6223514887
2016-09-16	18603657.65	9411.751159095991
2016-09-17	19959342.52	11936.315818641247
2016-09-18	21122814.44	8754.160551079834
2016-09-19	21728815.43	15459.729908553343
2016-09-20	21811940.4	13328.802366161719
2016-09-21	21926042.94	13620.62803343893
2016-09-22	22151736	106.55999611330019
2016-09-23	24505853.03	17200.6312501996
2016-09-24	22508224.45	19134.931855358143
2016-09-25	21168658.58	24013.68557236573
2016-09-26	21803052.97	29371.10028674996
2016-09-27	22104379.07	19032.675014730557
2016-09-28	22561612.4	33725.06306534708
2016-09-29	23443420.86	27705.464866549613
2016-09-30	25507572.6	56032.93896230452
2016-10-01	21077633.52	96430.29454638429
2016-10-02	19432624	62049.86578356879
2016-10-03	18226826.04	62823.665296397034
2016-10-04	17803875.48	62296.582163315376
2016-10-05	18343957.52	48540.07272612074
2016-10-06	19362049.56	49501.72714956686
2016-10-07	19523184.38	93.69001149387984
2016-10-08	20017164.68	55650.60208998581
2016-10-09	20005784.72	111810.31918825887
2016-10-10	20661620.47	109543.68156226417
2016-10-11	20402718.36	127782.40127478611
2016-10-12	21316178.13	146952.91593187308
2016-10-13	21313783.81	159238.8256184061
2016-10-14	23678876.6	234892.92853032122
2016-10-15	22100729.45	1110728.799960251
2016-10-16	20447114.34	1.6091856709329305E7
2016-10-17	21032900.15	133466.22238772796
2016-10-18	21198951.62	1.6647176780287594E7
2016-10-19	22020252.16	1.7209521317597166E7
2016-10-20	22780410.83	1.7825164553247083E7
2016-10-21	23294295.45	1.8186509010364674E7
2016-10-22	20987152.04	1.638503901605012E7
2016-10-23	19084093.71	1.490354616994653E7
2016-10-24	19498192.16	1.5243436898013895E7
2016-10-25	19842859.69	1.5500655890474342E7
2016-10-26	20941786.02	1.6358987116053276E7
2016-10-27	21822782.76	1.708566963057591E7
2016-10-28	23273223.63	1.8223242006095916E7
2016-10-29	20946528.17	1.6411619000644756E7
2016-10-30	19112425.27	1.4978640963138184E7
2016-10-31	19979647.65	1.56454514209658E7
2016-11-01	19717127.61	1.542310854746024E7
2016-11-02	20007820.66	1.5680014110633029E7
2016-11-03	20814370.96	1.6286023482785592E7
2016-11-04	23373534.94	1.829394676997674E7
2016-11-05	21976086.68	1.7206794325652722E7
2016-11-06	20591146.61	1.612202699700327E7
2016-11-07	21449534.6	1.6694688816377016E7
